  2450799.78556   14.545    0.014
  2450822.65601   14.420    0.014
  2450825.80592   14.827    0.013
  2450875.70995   14.962    0.010
  2450894.63463   14.480    0.008
  2451152.78440   14.538    0.008
  2451156.78022   14.507    0.010
  2451160.73686   15.021    0.008
  2451166.71411   14.319    0.011
  2451212.70551   14.276    0.013
  2451221.71531   14.871    0.008
  2451222.70949   14.735    0.008
  2451233.72318   14.854    0.011
  2451241.61460   14.717    0.010
  2451259.60546   14.634    0.006
  2451472.81735   14.704    0.006
  2451477.75157   14.441    0.013
  2451494.83974   15.006    0.008
  2451499.75030   14.282    0.011
  2451521.76742   14.556    0.017
  2451524.80354   14.394    0.008
  2451545.79768   14.451    0.011
  2451550.70357   14.648    0.017
  2451562.68614   14.673    0.007
  2451576.70971   14.970    0.010
  2451583.69981   14.348    0.007
  2451590.67203   14.888    0.014
  2451593.64569   14.288    0.014
  2451612.69334   14.981    0.007
  2451618.59028   14.277    0.015
  2451621.60486   14.584    0.008
  2451623.62409   14.864    0.008
  2451629.62836   14.187    0.011
